review_id,suggested_decision,human_decision,audience,audience_label,port,type,status,category,question,desc,suggested_answer,date,customer,manager,owner,review_note,score
fb-approval-0288,改写后入库,,student,学生库,学生,操作疑问,客户未回复,作业/布置/批改/反馈；音频/录音/听力；答题,老师好，我系统布置了听力一套题和阅读一套题（分开布置），学生完成听力后，无法进入阅读做题，需要把听力重听一遍才能做阅读【昨天也出现了相同的情况】。麻烦老师看下系统。 听力作业链接： 阅读作业链接：,音频重复播放（还没给到结果页）,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-03-11,新航道济南,,,,65
fb-approval-0289,改写后入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；答题,就现在，放一半又重头再来啦,新托福听力音频放到一半后，会重新播放,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-02-28,新航道北京,,,,65
fb-approval-0290,改写后入库,,student,学生库,学生,操作疑问,不处理,作业/布置/批改/反馈；音频/录音/听力；答题,有学生反馈口语第三部分最后几道题没有录音功能，辛苦老师看下～,口语无法录音,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-24,新航道北京,,,,65
fb-approval-0291,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；音频/录音/听力；答题,这是什么情况 辛苦技术老师看一下,ipad作答跟读无法录音,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-19,秒懂,,,,65
fb-approval-0292,改写后入库,,student,学生库,学生,操作疑问,不处理,作业/布置/批改/反馈；音频/录音/听力；答题,老师，家长反馈托福1小时测试，说口语部分明明标识可以重说，但UI上没有找到按钮,托福没有重新录音的按钮,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-10,新航道上海,,,,65
fb-approval-0293,改写后入库,,student,学生库,学生,操作疑问,已处理,账号登录/密码/手机号；浏览器/网络/缓存；登录,您好，学生无法打开系统网址可能是什么原因呢？浏览器用的是谷歌，他说之前都可以，今天突然就打不开了,无法登录系统,已二次,2026-04-12,守壹私塾,,,,65
fb-approval-0294,改写后入库,,student,学生库,学生,使用问题,不处理,账号登录/密码/手机号；浏览器/网络/缓存；答题,Allen，老师这个学生的测试，退出就进不去了,学生使用safari以后，还是会提示登录状态失效,查到学生使用的是微信浏览器,2026-05-05,环球北京,,,,65
fb-approval-0295,改写后入库,,student,学生库,学生,使用问题,未复现,账号登录/密码/手机号；浏览器/网络/缓存；答题,这个平板端操作学生说点了没反应,safari浏览器登录系统后无法答题（ip是对的,已回复客户,2026-04-17,秒懂,,,,65
fb-approval-0296,改写后入库,,student,学生库,学生,使用问题,不处理,账号登录/密码/手机号；浏览器/网络/缓存；答题,之前那个用谷歌浏览器 一直要连接手机的 就是这个 这个怎么解决呀,学生登录系统会要连接麦克风，然后连接到手机麦克风上去了,等老师回复,2026-03-02,秒懂,,,,65
fb-approval-0297,改写后入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；音频/录音/听力；AI批改,请问，托福实考80分+的学生，新托福测试分数：口语 写作只有7-8分 阅读听力倒正常一些 阅读偏低一点点,新托福AI批改分数较低,教研确认中,2026-02-02,寸心,,,,65
fb-approval-0298,改写后入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；音频/录音/听力；题库/录题/单词书/模考；系统题目,您好老师 前几天拿这套听力真题给学生模考的时候 学生反馈Part与Part之间暂停时间非常短,系统题目疑问,看了都是正常的,2026-02-02,亦诺国际,,,,65
fb-approval-0299,改写后入库,,teacher,老师库,老师,使用问题,不处理,账号登录/密码/手机号；浏览器/网络/缓存；答题录屏,这个学生为什么没有答题录屏呀,应该是没有登录,已回复，应该是缓存问题,2026-03-06,Rosso,,,,65
fb-approval-0300,改写后入库,,academic,教务库,教务,使用问题,不处理,账号登录/密码/手机号；班级/排课/课时/考勤；排课,您好，我的账号在用教务系统排课时，界面总是没有反应，能帮我看一下吗？谢谢！,无法排课,录下视频,2026-03-28,派笛教育,,,,64
fb-approval-0301,改写后入库,,student,学生库,学生,操作疑问,已处理,作业/布置/批改/反馈；浏览器/网络/缓存；答题,老师们：现在校校系统可以测试吗？好几个学生 打不开链接 ，要不进去是这样,用的微信浏览器,不确定是不是私有云问题，两个小区反馈了,2026-04-07,新航道西安,,,,64
fb-approval-0302,改写后入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；浏览器/网络/缓存；AI批改,辛苦帮忙看一下这个显示口语批改失败,AI批改失败（Q1学生未作答）,刷新后显示了,2026-02-02,北京睿途,,,,64
fb-approval-0303,改写后入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；浏览器/网络/缓存；首页,切换左侧标签仍然没有更新已完成作业,首页切换左侧tab还是不能刷新待办事项,已回复老师，先清理缓存,2026-03-18,承读教育,,,,64
fb-approval-0304,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；班级/排课/课时/考勤；学生作业页面,老师是同一个班级 当时还绑定了校校 但是学生就是看不见老师不知道任务 可以帮忙处理一下嘛,学生在班级里但是收不到作业,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-06-01,新航道上海,,,,63
fb-approval-0305,改写后入库,,student,学生库,学生,使用问题,客户未回复,音频/录音/听力；浏览器/网络/缓存；答题,辛苦看一下,IP浏览器都正确，网速没有提示过慢，音频无法加载,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-06-04,秒懂,,,,63
fb-approval-0306,改写后入库,,student,学生库,学生,操作疑问,处理中,音频/录音/听力；浏览器/网络/缓存；答题,口语也是有点问题：要么看到人在说 但没声音，要么就是不允许录制 1.要求学生用谷歌浏览器了 2.也要求ipad用Safari浏览器的 3.要求他们不允许直接点击 要复制黏贴,口语无法录音,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-02-25,有明教育,,,,63
fb-approval-0307,改写后入库,,student,学生库,学生,操作疑问,不处理,音频/录音/听力；浏览器/网络/缓存；答题,老师，我们学生用家里的网络开始学习单词和录音的时候，就是一直显示在测评中，请问这个可以怎么解决啊,从描述看是网络/浏览器问题,已二次,2026-01-10,飞虎,,,,63
fb-approval-0308,改写后入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；布置作业页面,老师，这个校校系统今天更新后，布置不了作业，无法选中班级里的学生，是什么情况呀,布置作业界面，不能选择学生了,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-05,新航道,,,,63
fb-approval-0309,改写后入库,,academic,教务库,教务,操作疑问,已处理,作业/布置/批改/反馈；权限/角色/公池；题库/录题/单词书/模考；员工权限,如何打开权限给 可以让老师布置题库作业给学生，需要切换身份对不,开放题库,等老师发结果页,2026-03-10,立斯立行,,,,62
fb-approval-0310,改写后入库,,student,学生库,家长,使用问题,不处理,作业/布置/批改/反馈；权限/角色/公池；小程序/公众号/二维码；课堂反馈,老师们，我们有个家长反馈没有看到学生上周部分的课后反馈，请问是什么情况吗？她说之前那些都是可以看到的，就上周没看到,课堂反馈家长端小程序看不到,等回复,2026-03-25,BESt学社,,,,62
fb-approval-0311,改写后入库,,student,学生库,学生,使用问题,客户未回复,作业/布置/批改/反馈；权限/角色/公池；答题,系统bug，学生做完题目后再点进去，雅思选择题看不到D选项,老师反馈答题时间看不到选项,未复现，等老师回复,2026-05-25,孚外,,,,62
fb-approval-0312,改写后入库,,teacher,老师库,老师,使用问题,客户未回复,音频/录音/听力；班级/排课/课时/考勤；班级,就班级这一栏点开一直转,班级界面一直在加载,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-03-30,寄托,,,,62
fb-approval-0313,改写后入库,,teacher,老师库,老师,使用问题,不处理,音频/录音/听力；班级/排课/课时/考勤；班级,昨天到现在校校的网站在电脑上打开都很慢～,老师端打开班级界面加载慢,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-03-25,朴拓教育,,,,62
fb-approval-0314,改写后入库,,teacher,老师库,老师,使用问题,不处理,班级/排课/课时/考勤；权限/角色/公池；学员管理,我校校里面还是没有这个学生,老师和学生在同个班级中，但是老师看不到学生,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-01-23,新航道北京,,,,59
fb-approval-0315,改写后入库,,academic,教务库,教务,使用问题,已处理,账号登录/密码/手机号；学生账号,辛苦技术的同事能不能帮我们查一下这个账号是谁建立的，应该是5月5号新建的,老师要查下转正记录,5.07下午17点32分，转正的，操作人：考培事业部-吴安可,2026-05-08,新通,,,,44
fb-approval-0316,改写后入库,,student,学生库,学生,使用问题,,作业/布置/批改/反馈；答题,老师，今天晚上两个情况，第一个就是上面这个学生的问题,反馈答题时会频繁闪退,2.闪退问题让学生把所有后台退出后，再作答作业试下,2026-06-10,新航道西安,,,,43
fb-approval-0317,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,辛苦帮忙看看这个哈,学生无法提交作业（题目还没录入完导致）,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-02-05,上海火箭,,,,43
fb-approval-0318,改写后入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；AI批改,这个学生的所有听译 都无法批改,AI批改失效,精听的AI服务停了，已经重启可以正常使用,2026-06-02,飞虎,,,,43
fb-approval-0319,改写后入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；AI批改,这个口语批改不出来 辛苦老师看一下,AI批改无法批改,定时任务是 十分钟执行一次 扫描半个小时之前批改的作业 一般等半个小时后会批改失败，目前等老师点击重新批改后再看,2026-01-16,秒懂,,,,43
fb-approval-0320,改写后入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；布置作业页面,哈喽~想问下系统里【题型训练】这里SAT阅读专项这部分 Information and ldeas/Central ldeas and Details/Hard 少了一题16 找不到了 然后这里知识点对应的题目也有些乱序 可以麻烦帮忙看看吗 学生需要倒计时做题 谢谢,SAT题型训练题目少了,没显示是因为题目没有加知识点，需要教研把知识点加上,2026-05-20,守壹私塾,,,,43
fb-approval-0321,改写后入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；布置作业页面,麻烦检查一下，冯子畅这个学生，这一套，3月10号布置过一遍这套题， 5月4号又布置了，但是只显示了一次，为什么呢,作业布置次数显示不准确,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-05-07,飞虎,,,,43
fb-approval-0322,改写后入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；布置作业页面,这个学生 我刚看了 还是没有显示 具体我高亮亮,雅思作业布置记录没有显示,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-12,菁鹰,,,,43
fb-approval-0323,改写后入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；题库/录题/单词书/模考；单词书,哎，我们这个单词书怎么设在里面这么有问题呢？,从截图看是机构自录单词书没有添加释义导致，但是老师反馈都添加了,源锐的单词还是录入的问题，中文解释就录了一个词性，具体的中文释义都录在了英文解释里面了，代码逻辑上拿中文就只拿到了一个词性，所以他们作业才会显示成这样的,2026-01-27,源锐教育,,,,43
fb-approval-0324,改写后入库,,student,学生库,学生,使用问题,未复现,音频/录音/听力；答题,这个学生的电脑不知道为什么播放校校的音频声音很小,音频声音太小,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-02-12,盎睿博识,,,,42
fb-approval-0325,改写后入库,,student,学生库,学生,使用问题,未复现,音频/录音/听力；答题,老师，这个学生练习的界面,音频缺失,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-25,亦诺国际,,,,42
fb-approval-0326,改写后入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；题库/录题/单词书/模考；答题,老师们 这个模考链接，学生说全部完成了，但我只看到阅读，请老师们帮我确认下[玫瑰][玫瑰],看录屏听力到一半就没有了,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-05-17,孚外,,,,42
fb-approval-0327,改写后入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；题库/录题/单词书/模考；答题,校校你好，学生今天做模考口语部分反映问题三和问题四是同一个问题的前半部分和后半部分，学生做第三题只听到前面半句，做第四题只听到后面半句，是怎么回事呢？,音频播放问题,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-05-17,曼哈顿国际,,,,42
fb-approval-0328,改写后入库,,academic,教务库,教务,使用问题,不处理,班级/排课/课时/考勤；课消统计,帮忙看下这个问题，好像是个bug，当天排课当天上课，排课记录不推送,已上课没有课消,入班之前的课程需要手动修改下考勤才会计算课消,2026-03-11,高顿紫藤,,,,40
fb-approval-0329,改写后入库,,academic,教务库,教务,使用问题,已处理,账号登录/密码/手机号；学生账号,请问校校系统是更新了么。。。为啥我的校长号和助教号登陆上去变成了学生？,老师账号变成学生帐号了,技术查看未处理,2026-01-02,小蚁教育,,,,38
fb-approval-0330,改写后入库,,student,学生库,家长,使用问题,不处理,账号登录/密码/手机号；登录,老师好，我这边录入了家长手机号码，但是家长登录不了,家长端无法登录,没有输入手机号,2026-05-09,百获教育,,,,38
fb-approval-0331,改写后入库,,student,学生库,学生,使用问题,不处理,账号登录/密码/手机号；登录,校校老师，之前在澳洲的那名学生还是打不开学习网站，但是国内的其他网站是可以使用的，辛苦看一下是什么问题,海外学生无法登录,已回复,2026-03-21,杭州壹橙,,,,38
fb-approval-0332,改写后入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；登录,老师，有学生用的苹果电脑链接公司的网或者用热点，校校网站登录不进去，要用vpn才可以 想问下这个能解决嘛,无法登录系统,这个是因为dns，让客户自己操作留下,2026-01-31,择藤教育,,,,38
fb-approval-0333,改写后入库,,student,学生库,学生,操作疑问,已处理,账号登录/密码/手机号；登录,我网站为啥打不开,海外学生无法打开系统,未回复,2026-01-20,唯优教育,,,,38
fb-approval-0334,改写后入库,,teacher,老师库,老师,使用问题,不处理,账号登录/密码/手机号；学员管理,老师，请问为啥我在家里用电脑打开系统却没有学生的信息呀,学员列表没有学生,老师登录错网址了,2026-03-01,美世教育,,,,38
fb-approval-0335,改写后入库,,teacher,老师库,老师,使用问题,不处理,账号登录/密码/手机号；登录,请问我的校校账号为什么每次登录都会提示我密码不对呢？,登录提示密码不正确,已回复，等跟老师确认,2026-05-22,新航道邯郸,,,,38
fb-approval-0336,改写后入库,,teacher,老师库,老师,使用问题,客户未回复,账号登录/密码/手机号；登录,今天校校特别慢 平时也不是特别快 这边打开速度能稍微提升一下的话我们学生体验会更好一些 谢谢您,界面打开很慢,已二次确认，等回复,2026-04-11,新航道杭州,,,,38
fb-approval-0337,改写后入库,,teacher,老师库,老师,使用问题,不处理,账号登录/密码/手机号；错题分析,怎么看到错题的部分呀,学生端错题不显示,等老师提供账号,2026-03-03,亦诺国际,,,,38
fb-approval-0338,改写后入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；作业大纲,课程大纲里面有 但是作业里面没有 怎回事,作业大纲中已经下发的作业学生没有收到,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-04-07,秒懂,,,,37
fb-approval-0339,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；基础训练-单词,你好，现在系统抽词测试英译中的情况下，输入拼音出现无法显示的问题，,反馈作答时输入了拼音字母，在结果页上不显示,倒计时到了,2026-06-10,上海蘑菇,,,,37
fb-approval-0340,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；基础训练-单词,以及还有出现直接自动跳过某些单词的情况,反馈单词作业自动跳过,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-06-10,上海蘑菇,,,,37
fb-approval-0341,改写后入库,,student,学生库,学生,使用问题,未复现,作业/布置/批改/反馈；基础训练-单词,老师看下这个是什么情况,ipad单词作业无法输入中文,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-01-27,英廷,,,,37
fb-approval-0342,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；学生作业页面,学生端口点开的作业乱码了，就是点的是a作业，但是打开的是b作业 我从老师端口看同一份作业的话是对的，但是她那边打开是错误的,海外学生点击作业标题显示的不是该作业的内容，老师在国内看是正常的,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-17,秒懂,,,,37
fb-approval-0343,改写后入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；答题,这里应该要输入单词，但是他没法输入,反馈无法输入单词,题目格式问题,2026-06-07,上海宾藤,,,,37
fb-approval-0344,改写后入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；答题,你好，这次出现了同样的问题，也是自定义作业中，布置写作任务的时候，答题卡无法显示,答题卡无法显示,自定义作业写作题干结果页未显示,2026-06-07,图钉教育,,,,37
fb-approval-0345,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,老师，辛苦帮我看看，学生说是已经完成了的，但我们后台显示是没有做，这是怎么回事嘞,答题提交后系统上没有显示,作业是进行中，还没提交,2026-04-21,美世教育,,,,37
fb-approval-0346,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,另外，另一位同学刚做完雅思阅读，提交了好几次都是显示不成功,作业无法提交,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-24,UCo,,,,37
fb-approval-0347,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,您好，帮忙查看一下这个是什么原因导致的呀,无法提交作业,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-16,洒脱教育,,,,37
fb-approval-0348,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,辛苦看一下,作业无法提交,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-13,秒懂,,,,37
fb-approval-0349,改写后入库,,student,学生库,学生,使用问题,客户未回复,作业/布置/批改/反馈；答题,repeat 為什麼学生一直等都沒有出來題目呀,题目无法显示,等老师回复：作业链接,2026-03-04,秒懂,,,,37
fb-approval-0350,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,这一项单词作业为什么每个单词都会重复一遍,单词会重复两遍,等老师回复,2026-02-09,秒懂,,,,37
fb-approval-0351,改写后入库,,student,学生库,学生,操作疑问,不处理,作业/布置/批改/反馈；答题,老师您好，学生有反馈问题托福新系统的阅读： 1. 填词题好像填完最后一个，会自动跳到第一个空，之前填的好像清除掉了 2. 单个题型点击进入后显示的是整篇文章的所有题型~3.还有做题做完点提交没反应,新托福答题问题,已二次,2026-01-16,新通,,,,37
fb-approval-0352,改写后入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；答题,这是作业链接 辛苦技术老师看一下,答题界面闪退,学生ip在日本，让学生转回国内后再试下,2026-01-13,秒懂,,,,37
fb-approval-0353,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；结果页,老师麻烦帮我看一下这个测试：学生那边已提交了显示这个画面,老师端和学生端结果页显示不一致,作业不一致，等老师截图,2026-03-12,新航道北京,,,,37
fb-approval-0354,改写后入库,,student,学生库,学生,使用问题,客户未回复,作业/布置/批改/反馈；结果页,老师，我想问一下系统里面每次学完视频课为什么总是“在进行”状态不能变成完成状态嘞（一点点强迫症哈哈哈）,视频课件作业状态一直是进行中,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-09,秒懂,,,,37
fb-approval-0355,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；结果页,学生想看到阅读做题时长，我这边后台能通过答题录屏看到，但学生那边能看到嘛？,如何查看答题时长,布置的是题型训练,2026-01-13,新航道上海,,,,37
fb-approval-0356,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；音视频作业,ipad上面课件资料怎么下载,反馈无法下载课件,视频课件没有下载按钮,2026-06-02,秒懂,,,,37
fb-approval-0357,改写后入库,,student,学生库,学生,操作疑问,客户未回复,作业/布置/批改/反馈；题库/录题/单词书/模考；机构题库,下面学生这里出来这样的,反馈机构题库显示不对（新托福）,等老师提供问题截图,2026-06-10,TOEFL PASS,,,,37
fb-approval-0358,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；题库/录题/单词书/模考；答题,学生在做后台布置的作业时（模考模式）雅思阅读的选框都点不了，也不能在原文高亮,不能选择和高亮,已反馈，等老师回复,2026-04-21,考的都会,,,,37
fb-approval-0359,改写后入库,,student,学生库,学生,操作疑问,客户未回复,作业/布置/批改/反馈；题库/录题/单词书/模考；首页,你们这里边把任务栏改变完以后，学生之前的考试记录都没有了，啥也找不到，我们怎么分析以前的问题呢？,老师说学生模考作业没有了，看截图应该是时间筛选导致的,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-04-19,北京厚谱,,,,37
fb-approval-0360,改写后入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；首页,15900927417 这个学生作业页面显示异常，a作业打开是b作业,学生打开的作业内容和标题不符,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-04-21,秒懂,,,,37
fb-approval-0361,改写后入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；AI作业分析,https://mogubj.xiaosaas.com/org/tpo/tporesult.html?type=1&id=4322&stuid=1064476&teacherid=&xiaov=17741918652603221,ai分析无法生成,技术反馈后端通讯超时断开的问题,2026-03-25,北京蘑菇,,,,37
fb-approval-0362,改写后入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；AI批改,https://edu.yimiaodong.com/org/tpo/tporesult.html?id=11281921&stubj=&qid=&teacherid=28530&stuid=258682&wrcd=1&xiaov=2774191865260322这篇邮件写作一直批改中,AI批改一直批改中,半小时后重新批改出来了,2026-04-07,秒懂,,,,37
